sl no,Detection Name,Category,TTP,Severity
1897,Potential Windows Defender AV Bypass Via Dump64.EXE Rename,windows,T1003.001,high
1898,Potential Windows Defender Tampering Via Wmic.EXE,windows,"T1047, T1685",high
1899,Potential Winnti Dropper Activity,windows,T1027,high
1900,Potential WMI Lateral Movement WmiPrvSE Spawned PowerShell,windows,"T1047, T1059.001",medium
1901,Potential WWlib.DLL Sideloading,windows,T1574.001,medium
1902,Potentially Over Permissive Permissions Granted Using Dsacls.EXE,windows,T1218,medium
1903,Potentially Suspicious AccessMask Requested From LSASS,windows,T1003.001,medium
1904,Potentially Suspicious ASP.NET Compilation Via AspNetCompiler,windows,T1127,high
1905,Potentially Suspicious Cabinet File Expansion,windows,T1218,medium
1906,Potentially Suspicious Call To Win32_NTEventlogFile Class,windows,,high
1907,Potentially Suspicious Call To Win32_NTEventlogFile Class - PSScript,windows,,medium
1908,Potentially Suspicious Child Process Of ClickOnce Application,windows,,medium
1909,Potentially Suspicious Child Process Of DiskShadow.EXE,windows,T1218,medium
1910,Potentially Suspicious Child Process of KeyScrambler.exe,windows,"T1203, T1574.001",medium
1911,Potentially Suspicious Child Process Of Regsvr32,windows,T1218.010,high
1912,Potentially Suspicious Child Process Of VsCode,windows,"T1218, T1202",medium
1913,Potentially Suspicious Child Process Of WinRAR.EXE,windows,T1203,medium
1914,Potentially Suspicious Child Processes Spawned by ConHost,windows,"T1202, T1218",high
1915,Potentially Suspicious CMD Shell Output Redirect,windows,T1218,medium
1916,Potentially Suspicious Command Executed Via Run Dialog Box - Registry,windows,T1059.001,high
1917,Potentially Suspicious Command Targeting Teams Sensitive Files,windows,T1528,medium
1918,Potentially Suspicious Desktop Background Change Using Reg.EXE,windows,"T1112, T1491.001",medium
1919,Potentially Suspicious Desktop Background Change Via Registry,windows,"T1112, T1491.001",medium
1920,Potentially Suspicious DLL Registered Via Odbcconf.EXE,windows,T1218.008,high
1921,Potentially Suspicious DMP/HDMP File Creation,windows,,medium
1922,Potentially Suspicious Electron Application CommandLine,windows,,medium
1923,Potentially Suspicious Event Viewer Child Process,windows,T1548.002,high
1924,Potentially Suspicious EventLog Recon Activity Using Log Query Utilities,windows,"T1552, T1087",medium
1925,Potentially Suspicious Execution From Parent Process In Public Folder,windows,"T1564, T1059",high
1926,Potentially Suspicious Execution Of PDQDeployRunner,windows,,medium
1927,Potentially Suspicious Execution Of Regasm/Regsvcs From Uncommon Location,windows,T1218.009,medium
1928,Potentially Suspicious Execution Of Regasm/Regsvcs With Uncommon Extension,windows,T1218.009,medium
1929,Potentially Suspicious Explicit Credential Local Logon,windows,"T1134, T1134.003",medium
1930,Potentially Suspicious File Creation by OpenEDR's ITSMService,windows,"T1105, T1570, T1219",medium
1931,Potentially Suspicious File Download From File Sharing Domain Via PowerShell.EXE,windows,,high
1932,Potentially Suspicious File Download From ZIP TLD,windows,,high
1933,Potentially Suspicious GoogleUpdate Child Process,windows,,high
1934,Potentially Suspicious GrantedAccess Flags On LSASS,windows,T1003.001,medium
1935,Potentially Suspicious Image Load of Offreg.dll,windows,T1112,medium
1936,Potentially Suspicious Inline JavaScript Execution via NodeJS Binary,windows,T1059.007,medium
1937,Potentially Suspicious JWT Token Search Via CLI,windows,"T1528, T1552.001",medium
1938,Potentially Suspicious Malware Callback Communication,windows,T1571,high
1939,Potentially Suspicious Mofcomp Execution,windows,T1218,high
1940,Potentially Suspicious Network Connection To Notion API,windows,T1102,low
1941,Potentially Suspicious NTFS Symlink Behavior Modification,windows,"T1059, T1222.001",medium
1942,Potentially Suspicious ODBC Driver Registered,windows,T1003,high
1943,Potentially Suspicious Office Document Executed From Trusted Location,windows,T1202,high
1944,Potentially Suspicious Ping/Copy Command Combination,windows,T1070.004,medium
1945,Potentially Suspicious Powershell Script Execution From Temp Folder,windows,T1059.001,medium
1946,Potentially Suspicious Regsvr32 HTTP IP Pattern,windows,T1218.010,high
1947,Potentially Suspicious Regsvr32 HTTP/FTP Pattern,windows,T1218.010,medium
1948,Potentially Suspicious Rundll32 Activity,windows,T1218.011,medium
1949,Potentially Suspicious Rundll32.EXE Execution of UDL File,windows,"T1218.011, T1071",medium
1950,Potentially Suspicious Self Extraction Directive File Created,windows,T1218,medium
1951,Potentially Suspicious Usage Of Qemu,windows,"T1090, T1572",medium
1952,Potentially Suspicious Volume Shadow Copy Vsstrace.dll Load,windows,T1490,medium
1953,Potentially Suspicious WDAC Policy File Creation,windows,,medium
1954,Potentially Suspicious WebDAV LNK Execution,windows,"T1059.001, T1204",medium
1955,Potentially Suspicious Windows App Activity,windows,,medium
1956,Potentially Suspicious Wuauclt Network Connection,windows,T1218,medium
1957,Powershell Add Name Resolution Policy Table Rule,windows,T1565,high
1958,PowerShell ADRecon Execution,windows,T1059.001,high
1959,PowerShell AppLocker Policy Discovery Via Get-AppLockerPolicy,windows,T1518.001,low
1960,PowerShell as a Service in Registry,windows,T1569.002,high
1961,PowerShell Base64 Encoded FromBase64String Cmdlet,windows,"T1140, T1059.001",high
1962,PowerShell Base64 Encoded IEX Cmdlet,windows,T1059.001,high
1963,PowerShell Base64 Encoded Invoke Keyword,windows,"T1059.001, T1027",high
1964,Powershell Base64 Encoded MpPreference Cmdlet,windows,T1685,high
1965,PowerShell Base64 Encoded Reflective Assembly Load,windows,"T1059.001, T1027, T1620",high
1966,PowerShell Base64 Encoded WMI Classes,windows,"T1059.001, T1027",high
1967,PowerShell Called from an Executable Version Mismatch,windows,T1059.001,high
1968,PowerShell Console History Logs Deleted,windows,T1070,medium
1969,PowerShell Core DLL Loaded By Non PowerShell Process,windows,T1059.001,medium
1970,PowerShell Core DLL Loaded Via Office Application,windows,,medium
1971,PowerShell Create Local User,windows,"T1059.001, T1136.001",medium
1972,Powershell Create Scheduled Task,windows,T1053.005,medium
1973,PowerShell Credential Prompt,windows,T1059.001,high
1974,PowerShell Decompress Commands,windows,T1140,informational
1975,Powershell Defender Disable Scan Feature,windows,T1685,high
1976,Powershell Defender Exclusion,windows,T1685,medium
1977,PowerShell Defender Threat Severity Default Action Set to 'Allow' or 'NoAction',windows,T1685,high
1978,PowerShell Deleted Mounted Share,windows,T1070.005,medium
1979,Powershell Detect Virtualization Environment,windows,T1497.001,medium
1980,Powershell Directory Enumeration,windows,T1083,medium
1981,Powershell DNSExfiltration,windows,T1048,high
1982,PowerShell Downgrade Attack - PowerShell,windows,T1059.001,medium
1983,PowerShell Download and Execution Cradles,windows,T1059,high
1984,PowerShell Download Pattern,windows,T1059.001,medium
1985,PowerShell Download Via Net.WebClient - PowerShell Classic,windows,"T1059.001, T1105",low
1986,Powershell Execute Batch Script,windows,T1059.003,medium
1987,Powershell Executed From Headless ConHost Process,windows,"T1059.001, T1059.003, T1564.003",medium
1988,PowerShell Execution With Potential Decryption Capabilities,windows,,high
1989,PowerShell Get Clipboard,windows,T1115,medium
1990,PowerShell Get-Clipboard Cmdlet Via CLI,windows,T1115,medium
1991,PowerShell Get-Process LSASS,windows,T1552.004,high
1992,PowerShell Get-Process LSASS in ScriptBlock,windows,T1003.001,high
1993,PowerShell Hotfix Enumeration,windows,,medium
1994,PowerShell ICMP Exfiltration,windows,T1048.003,medium
1995,Powershell Inline Execution From A File,windows,T1059.001,medium
1996,Powershell Install a DLL in System Directory,windows,T1556.002,high
1997,Powershell Keylogging,windows,T1056.001,medium
1998,Powershell Local Email Collection,windows,T1114.001,medium
1999,Powershell LocalAccount Manipulation,windows,T1098,medium
2000,PowerShell Logging Disabled Via Registry Key Tampering,windows,"T1564.001, T1112",high
2001,PowerShell Module File Created,windows,,low
2002,PowerShell Module File Created By Non-PowerShell Process,windows,,medium
2003,PowerShell MSI Install via WindowsInstaller COM From Remote Location,windows,"T1059.001, T1218, T1105",medium
2004,Powershell MsXml COM Object,windows,T1059.001,medium
2005,PowerShell Profile Modification,windows,T1546.013,medium
2006,PowerShell PSAttack,windows,T1059.001,high
2007,PowerShell Remote Session Creation,windows,T1059.001,medium
2008,PowerShell SAM Copy,windows,T1003.002,high
2009,PowerShell Script Change Permission Via Set-Acl,windows,,high
2010,PowerShell Script Change Permission Via Set-Acl - PsScript,windows,T1222,low
2011,PowerShell Script Dropped Via PowerShell.EXE,windows,,low
2012,PowerShell Script Execution Policy Enabled,windows,,low
2013,PowerShell Script Run in AppData,windows,T1059.001,medium
2014,PowerShell Script With File Hostname Resolving Capabilities,windows,T1020,medium
2015,PowerShell Script With File Upload Capabilities,windows,T1020,low
2016,PowerShell Scripts Installed as Services,windows,T1569.002,high
2017,PowerShell Scripts Installed as Services - Security,windows,T1569.002,high
2018,Powershell Sensitive File Discovery,windows,T1083,medium
2019,PowerShell Set-Acl On Windows Folder,windows,,high
2020,PowerShell Set-Acl On Windows Folder - PsScript,windows,T1222,high
2021,PowerShell ShellCode,windows,"T1055, T1059.001",high
2022,Powershell Store File In Alternate Data Stream,windows,T1564.004,medium
2023,Powershell Suspicious Win32_PnPEntity,windows,T1120,low
2024,Powershell Timestomp,windows,T1070.006,medium
2025,Powershell Token Obfuscation - Process Creation,windows,T1027.009,high
2026,PowerShell Web Access Feature Enabled Via DISM,windows,T1548.002,high
2027,PowerShell Web Access Installation - PsScript,windows,T1059.001,high
2028,Powershell WMI Persistence,windows,T1546.003,medium
2029,PowerShell WMI Win32_Product Install MSI,windows,T1218.007,medium
2030,PowerShell Write-EventLog Usage,windows,,medium
2031,Powershell XML Execute Command,windows,T1059.001,medium
2032,Powerview Add-DomainObjectAcl DCSync AD Extend Right,windows,T1098,high
2033,PowerView PowerShell Cmdlets - ScriptBlock,windows,T1059.001,high
2034,PPL Tampering Via WerFaultSecure,windows,"T1685, T1003.001",high
2035,Prefetch File Deleted,windows,T1070.004,high
2036,Previously Installed IIS Module Was Removed,windows,"T1685.001, T1505.004",low
2037,PrintBrm ZIP Creation of Extraction,windows,"T1105, T1564.004",high
2038,Private Keys Reconnaissance Via CommandLine Tools,windows,T1552.004,medium
2039,Privilege Escalation via Named Pipe Impersonation,windows,T1021,high
2040,Procdump Execution,windows,"T1036, T1003.001",medium
2041,Process Access via TrolleyExpress Exclusion,windows,"T1218.011, T1003.001",high
2042,Process Creation Attempt via Wmic.EXE,windows,T1047,medium
2043,Process Creation Using Sysnative Folder,windows,T1055,medium
2044,Process Deletion of Its Own Executable,windows,,medium
2045,Process Execution From A Potentially Suspicious Folder,windows,T1036,high
2046,Process Explorer Driver Creation By Non-Sysinternals Binary,windows,T1068,high
2047,Process Initiated Network Connection To Ngrok Domain,windows,"T1567, T1572, T1102",high
2048,Process Launched Without Image Name,windows,,medium
2049,Process Memory Dump Via Comsvcs.DLL,windows,"T1036, T1003.001",high
2050,Process Memory Dump Via Dotnet-Dump,windows,T1218,medium
2051,Process Memory Dump via RdrLeakDiag.EXE,windows,T1003.001,high
2052,Process Monitor Driver Creation By Non-Sysinternals Binary,windows,T1068,medium
2053,Process Proxy Execution Via Squirrel.EXE,windows,T1218,medium
2054,Processes Accessing the Microphone and Webcam,windows,T1123,medium
2055,ProcessHacker Privilege Elevation,windows,"T1543.003, T1569.002",high
2056,Program Executed Using Proxy/Local Command Via SSH.EXE,windows,T1218,medium
2057,Protected Storage Service Access,windows,T1021.002,high
2058,Proxy Execution via Vshadow,windows,T1202,medium
2059,Proxy Execution Via Wuauclt.EXE,windows,T1218,high
2060,ProxyLogon MSExchange OabVirtualDirectory,windows,T1587.001,critical
2061,PSAsyncShell - Asynchronous TCP Reverse Shell,windows,T1059.001,high
2062,PSExec and WMI Process Creations Block,windows,"T1047, T1569.002",high
2063,Psexec Execution,windows,"T1569, T1021",medium
2064,PSEXEC Remote Execution File Artefact,windows,"T1136.002, T1543.003, T1570",high
2065,PsExec Service Child Process Execution as LOCAL SYSTEM,windows,,high
2066,PsExec Service Execution,windows,,medium
2067,PsExec Service File Creation,windows,T1569.002,low
2068,PsExec Service Installation,windows,T1569.002,medium
2069,PsExec Tool Execution From Suspicious Locations - PipeName,windows,T1569.002,medium
2070,PsExec/PAExec Escalation to LOCAL SYSTEM,windows,T1587.001,high
2071,PSScriptPolicyTest Creation By Uncommon Process,windows,,medium
2072,PUA - 3Proxy Execution,windows,T1572,high
2073,PUA - AdFind Suspicious Execution,windows,"T1018, T1087.002, T1482, T1069.002",high
2074,PUA - AdFind.EXE Execution,windows,T1087.002,medium
2075,PUA - Adidnsdump Execution,windows,T1018,low
2076,PUA - Advanced IP Scanner Execution,windows,"T1046, T1135",medium
2077,PUA - Advanced Port Scanner Execution,windows,"T1046, T1135",medium
2078,PUA - AdvancedRun Execution,windows,"T1564.003, T1134.002, T1059.003",medium
2079,PUA - AdvancedRun Suspicious Execution,windows,T1134.002,high
2080,PUA - Chisel Tunneling Tool Execution,windows,T1090.001,high
2081,PUA - CleanWipe Execution,windows,T1685,high
2082,PUA - Crassus Execution,windows,T1590.001,high
2083,PUA - CSExec Default Named Pipe,windows,"T1021.002, T1569.002",medium
2084,PUA - CsExec Execution,windows,"T1587.001, T1569.002",high
2085,PUA - DefenderCheck Execution,windows,T1027.005,high
2086,PUA - DIT Snapshot Viewer,windows,T1003.003,high
2087,PUA - Fast Reverse Proxy (FRP) Execution,windows,T1090,high
2088,PUA - Kernel Driver Utility (KDU) Execution,windows,T1543.003,high
2089,PUA - Memory Dump Mount Via MemProcFS,windows,"T1003, T1003.001, T1003.004, T1003.002",high
2090,PUA - Mouse Lock Execution,windows,T1056.002,medium
2091,PUA - Netcat Suspicious Execution,windows,T1095,high
2092,PUA - Ngrok Execution,windows,T1572,high
2093,PUA - Nimgrab Execution,windows,T1105,high
2094,PUA - NimScan Execution,windows,T1046,medium
2095,PUA - NirCmd Execution,windows,T1569.002,medium
2096,PUA - NirCmd Execution As LOCAL SYSTEM,windows,T1569.002,high
2097,PUA - Nmap/Zenmap Execution,windows,T1046,medium
2098,PUA - NPS Tunneling Tool Execution,windows,T1090,high
