sl no,Detection Name,Category,TTP,Severity
463,Password Policy Discovery - Linux,linux,T1201,low
464,Persistence Via Sudoers.d Files,linux,T1548.003,medium
465,Pnscan Binary Data Transmission Activity,linux,T1046,medium
466,Possible Coin Miner CPU Priority Param,linux,T1068,critical
467,Potential Abuse of Linux Magic System Request Key,linux,"T1059.004, T1529, T1489, T1499",medium
468,Potential Container Discovery Via Inodes Listing,linux,T1082,low
469,Potential Discovery Activity Using Find - Linux,linux,T1083,medium
470,Potential GobRAT File Discovery Via Grep,linux,T1082,high
471,Potential Linux Amazon SSM Agent Hijacking,linux,T1219.002,medium
472,Potential Linux Process Code Injection Via DD Utility,linux,T1055.009,medium
473,Potential Netcat Reverse Shell Execution,linux,T1059,high
474,Potential Perl Reverse Shell Execution,linux,,high
475,Potential PHP Reverse Shell,linux,,high
476,Potential Ruby Reverse Shell,linux,,medium
477,Potential Suspicious BPF Activity - Linux,linux,,high
478,Potential Suspicious Change To Sensitive/Critical Files,linux,T1565.001,medium
479,Potential Xterm Reverse Shell,linux,T1059,medium
480,Potentially Suspicious Execution From Tmp Folder,linux,T1036,medium
481,Potentially Suspicious Malware Callback Communication - Linux,linux,T1571,high
482,Potentially Suspicious Named Pipe Created Via Mkfifo,linux,,medium
483,Potentially Suspicious Shell Script Creation in Profile Folder,linux,,low
484,Print History File Contents,linux,T1592.004,medium
485,Privileged User Has Been Created,linux,"T1136.001, T1098",high
486,Process Execution From Shared Memory Directory,linux,T1027.011,high
487,Program Executions in Suspicious Folders,linux,"T1587, T1584",medium
488,PUA - TruffleHog Execution - Linux,linux,"T1083, T1552.001",medium
489,Python One-Liners with Base64 Decoding - Linux,linux,"T1059.006, T1027.010",high
490,Python Reverse Shell Execution Via PTY And Socket Modules,linux,,high
491,Python Spawning Pretty TTY Via PTY Module,linux,T1059,medium
492,Python WebServer Execution - Linux,linux,T1048.003,medium
493,Relevant ClamAV Message,linux,T1588.001,high
494,Remote Access Tool - Team Viewer Session Started On Linux Host,linux,T1133,low
495,Remote File Copy,linux,T1105,low
496,Remove Immutable File Attribute,linux,T1222.002,medium
497,Remove Immutable File Attribute - Auditd,linux,T1222.002,medium
498,Remove Scheduled Cron Task/Job,linux,,medium
499,Scheduled Cron Task/Job - Linux,linux,T1053.003,medium
500,Scheduled Task/Job At,linux,T1053.002,low
501,Screen Capture with Import Tool,linux,T1113,low
502,Screen Capture with Xwd,linux,T1113,low
503,Script Interpreter Spawning Credential Scanner - Linux,linux,"T1552, T1005, T1059.004",high
504,Security Software Discovery - Linux,linux,T1518.001,low
505,Service Reload or Start - Linux,linux,T1543.002,low
506,Setuid and Setgid,linux,T1548.001,low
507,Shell Execution GCC  - Linux,linux,T1083,high
508,Shell Execution Of Process Located In Tmp Directory,linux,,high
509,Shell Execution via Find - Linux,linux,T1083,high
510,Shell Execution via Flock - Linux,linux,T1083,high
511,Shell Execution via Git - Linux,linux,T1059,high
512,Shell Execution via Nice - Linux,linux,T1083,high
513,Shell Execution via Rsync - Linux,linux,T1059,high
514,Shell Invocation via Apt - Linux,linux,T1083,medium
515,Shell Invocation via Env Command - Linux,linux,T1059.004,high
516,Shell Invocation Via Ssh - Linux,linux,T1059,high
517,Shellshock Expression,linux,T1505.003,high
518,Special File Creation via Mknod Syscall,linux,T1543.003,low
519,Split A File Into Pieces - Linux,linux,T1030,low
520,Steganography Extract Files with Steghide,linux,T1027.003,low
521,Steganography Hide Files with Steghide,linux,T1027.003,low
522,Steganography Hide Zip Information in Picture File,linux,T1027.003,low
523,Steganography Unzip Hidden Information From Picture File,linux,T1027.003,low
524,Suspicious Activity in Shell Commands,linux,T1059.004,high
525,Suspicious C2 Activities,linux,,medium
526,Suspicious Commands Linux,linux,T1059.004,medium
527,Suspicious Curl Change User Agents - Linux,linux,T1071.001,medium
528,Suspicious Curl File Upload - Linux,linux,"T1567, T1105",medium
529,Suspicious Download and Execute Pattern via Curl/Wget,linux,"T1059.004, T1203",high
530,Suspicious Filename with Embedded Base64 Commands,linux,"T1059.004, T1027",high
531,Suspicious Git Clone - Linux,linux,T1593.003,medium
532,Suspicious History File Operations - Linux,linux,T1552.003,medium
533,Suspicious Invocation of Shell via AWK - Linux,linux,T1059,high
534,Suspicious Invocation of Shell via Rsync,linux,"T1059, T1203",high
535,Suspicious Java Children Processes,linux,T1059,high
536,Suspicious Log Entries,linux,,medium
537,Suspicious Named Error,linux,T1190,high
538,Suspicious Nohup Execution,linux,,high
539,Suspicious OpenSSH Daemon Error,linux,T1190,medium
540,Suspicious Package Installed - Linux,linux,T1553.004,medium
541,Suspicious Reverse Shell Command Line,linux,T1059.004,high
542,Suspicious Use of /dev/tcp,linux,,medium
543,Suspicious VSFTPD Error Messages,linux,T1190,medium
544,Symlink Etc Passwd,linux,T1204.001,high
545,Syslog Clearing or Removal Via System Utilities,linux,T1685.006,high
546,System and Hardware Information Discovery,linux,T1082,informational
547,System Info Discovery via Sysinfo Syscall,linux,"T1057, T1082",low
548,System Information Discovery,linux,T1082,informational
549,System Information Discovery - Auditd,linux,T1082,low
550,System Network Connections Discovery - Linux,linux,T1049,low
551,System Network Discovery - Linux,linux,T1016,informational
552,System Owner or User Discovery - Linux,linux,T1033,low
553,System Shutdown/Reboot - Linux,linux,T1529,informational
554,Systemd Service Creation,linux,T1543.002,medium
555,Touch Suspicious Service File,linux,T1070.006,medium
556,Triple Cross eBPF Rootkit Default LockFile,linux,,high
557,Triple Cross eBPF Rootkit Default Persistence,linux,T1053.003,high
558,Triple Cross eBPF Rootkit Execve Hijack,linux,,high
559,Triple Cross eBPF Rootkit Install Commands,linux,T1014,high
560,UFW Disable Attempt,linux,T1686,medium
561,Unix Shell Configuration Modification,linux,T1546.004,medium
562,Use Of Hidden Paths Or Files,linux,T1574.001,low
563,User Added To Root/Sudoers Group Using Usermod,linux,,medium
564,User Has Been Deleted Via Userdel,linux,T1531,medium
565,Vim GTFOBin Abuse - Linux,linux,"T1059, T1083",high
566,Webshell Remote Command Execution,linux,T1505.003,critical
567,Wget Creating Files in Tmp Directory,linux,T1105,medium
568,Binary Padding - MacOS,macos,T1027.001,high
569,Clipboard Access Via OSAScript,macos,"T1115, T1059.002",medium
570,Creation Of A Local User Account,macos,T1136.001,low
571,Credentials from Password Stores - Keychain,macos,T1555.001,medium
572,Credentials In Files,macos,T1552.001,high
573,Decode Base64 Encoded Text -MacOs,macos,T1027,low
574,Disable Security Tools,macos,T1685,medium
575,Disk Image Creation Via Hdiutil - MacOS,macos,,medium
576,Disk Image Mounting Via Hdiutil - MacOS,macos,"T1566.001, T1560.001",medium
577,File and Directory Discovery - MacOS,macos,T1083,informational
578,File Download Via Nscurl - MacOS,macos,T1105,medium
579,File Time Attribute Change,macos,T1070.006,medium
580,Gatekeeper Bypass via Xattr,macos,T1553.001,low
581,Guest Account Enabled Via Sysadminctl,macos,"T1078, T1078.001",low
582,GUI Input Capture - macOS,macos,T1056.002,low
583,Hidden Flag Set On File/Directory Via Chflags - MacOS,macos,"T1218, T1564.004, T1552.001, T1105",medium
584,Hidden User Creation,macos,T1564.002,medium
585,Indicator Removal on Host - Clear Mac System Logs,macos,T1685.006,medium
586,JAMF MDM Execution,macos,,low
587,JAMF MDM Potential Suspicious Child Process,macos,,medium
588,JXA In-memory Execution Via OSAScript,macos,"T1059.002, T1059.007",high
589,Launch Agent/Daemon Execution Via Launchctl,macos,"T1569.001, T1543.001, T1543.004",medium
590,Local Groups Discovery - MacOs,macos,T1069.001,informational
591,Local System Accounts Discovery - MacOs,macos,T1087.001,low
592,MacOS Emond Launch Daemon,macos,T1546.014,medium
593,MacOS Network Service Scanning,macos,T1046,low
594,Macos Remote System Discovery,macos,T1018,informational
595,MacOS Scripting Interpreter AppleScript,macos,T1059.002,medium
596,Network Sniffing - MacOs,macos,T1040,informational
597,New File Exclusion Added To Time Machine Via Tmutil - MacOS,macos,T1490,medium
598,Osacompile Execution By Potentially Suspicious Applet/Osascript,macos,T1059.002,medium
599,OSACompile Run-Only Execution,macos,T1059.002,high
600,Payload Decoded and Decrypted via Built-in Utilities,macos,"T1059, T1204, T1140",medium
601,Potential Base64 Decoded From Images,macos,T1140,high
602,Potential Discovery Activity Using Find - MacOS,macos,T1083,medium
603,Potential In-Memory Download And Compile Of Payloads,macos,"T1059.007, T1105",medium
604,Potential Persistence Via PlistBuddy,macos,"T1543.001, T1543.004",high
605,Potential WizardUpdate Malware Infection,macos,,high
606,Potential XCSSET Malware Infection,macos,,medium
607,Remote Access Tool - Potential MeshAgent Execution - MacOS,macos,T1219.002,medium
608,Remote Access Tool - Renamed MeshAgent Execution - MacOS,macos,"T1219.002, T1036.003",high
609,Remote Access Tool - Team Viewer Session Started On MacOS Host,macos,T1133,low
610,Root Account Enable Via Dsenableroot,macos,"T1078, T1078.001, T1078.003",medium
611,Scheduled Cron Task/Job - MacOs,macos,T1053.003,medium
612,Screen Capture - macOS,macos,T1113,low
613,Security Software Discovery - MacOs,macos,T1518.001,medium
614,Space After Filename - macOS,macos,T1036.006,low
615,Split A File Into Pieces,macos,T1030,low
616,Startup Item File Created - MacOS,macos,T1037.005,low
617,Suspicious Browser Child Process - MacOS,macos,"T1189, T1203, T1059",medium
618,Suspicious Execution via macOS Script Editor,macos,"T1566, T1566.002, T1059, T1059.002, T1204, T1204.001, T1553",medium
619,Suspicious History File Operations,macos,T1552.003,medium
620,Suspicious Installer Package Child Process,macos,"T1059, T1059.007, T1071, T1071.001",medium
621,Suspicious MacOS Firmware Activity,macos,,medium
622,Suspicious Microsoft Office Child Process - MacOS,macos,"T1059.002, T1137.002, T1204.002",high
623,System Information Discovery Using Ioreg,macos,T1082,medium
624,System Information Discovery Using sw_vers,macos,T1082,medium
625,System Information Discovery Using System_Profiler,macos,"T1082, T1497.001",medium
626,System Information Discovery Via Sysctl - MacOS,macos,"T1497.001, T1082",medium
627,System Integrity Protection (SIP) Disabled,macos,T1518.001,medium
628,System Integrity Protection (SIP) Enumeration,macos,T1518.001,low
629,System Network Connections Discovery - MacOs,macos,T1049,informational
630,System Network Discovery - macOS,macos,T1016,informational
631,System Shutdown/Reboot - MacOs,macos,T1529,informational
632,Time Machine Backup Deletion Attempt Via Tmutil - MacOS,macos,T1490,medium
633,Time Machine Backup Disabled Via Tmutil - MacOS,macos,T1490,medium
634,User Added To Admin Group Via Dscl,macos,T1078.003,medium
635,User Added To Admin Group Via DseditGroup,macos,T1078.003,medium
636,User Added To Admin Group Via Sysadminctl,macos,T1078.003,medium
637,Cisco BGP Authentication Failures,network,"T1078, T1110, T1557",low
638,Cisco Clear Logs,network,T1070.003,high
639,Cisco Collect Data,network,"T1087.001, T1552.001, T1005",low
640,Cisco Crypto Commands,network,"T1553.004, T1552.004",high
641,Cisco Denial of Service,network,"T1495, T1529, T1565.001",medium
642,Cisco Disabling Logging,network,T1685,high
643,Cisco Discovery,network,"T1083, T1201, T1057, T1018, T1082, T1016, T1049, T1033, T1124",low
644,Cisco Dot1x Disabled,network,"T1685, T1556.004",medium
645,Cisco File Deletion,network,"T1070.004, T1561.001, T1561.002",medium
646,Cisco LDP Authentication Failures,network,"T1078, T1110, T1557",low
647,Cisco Local Accounts,network,"T1136.001, T1098",high
648,Cisco Modify Configuration,network,"T1490, T1505, T1565.002, T1053",medium
649,Cisco Show Commands Input,network,T1552.003,medium
650,Cisco Sniffing,network,T1040,medium
651,Cisco Stage Data,network,"T1074, T1105, T1560.001",low
652,Cleartext Protocol Usage,network,,low
653,Cobalt Strike DNS Beaconing,network,T1071.004,critical
654,Default Cobalt Strike Certificate,network,,high
655,DNS Events Related To Mining Pools,network,"T1569.002, T1496",low
656,DNS Query to External Service Interaction Domains,network,"T1190, T1595.002",high
657,DNS TOR Proxies,network,T1048,medium
658,DNS TXT Answer with Possible Execution Strings,network,T1071.004,high
659,Executable from Webdav,network,T1105,medium
660,First Time Seen Remote Named Pipe - Zeek,network,T1021.002,high
661,FortiGate - Firewall Address Object Added,network,T1686.002,medium
662,FortiGate - New Administrator Account Created,network,T1136.001,medium
663,FortiGate - New Firewall Policy Added,network,T1686.002,medium
664,FortiGate - New Local User Created,network,T1136.001,medium
665,FortiGate - New VPN SSL Web Portal Added,network,T1133,medium
666,FortiGate - User Group Modified,network,,medium
667,FortiGate - VPN SSL Settings Modified,network,T1133,medium
668,HTTP Request to Low Reputation TLD or Suspicious File Extension,network,,medium
669,Huawei BGP Authentication Failures,network,"T1078, T1110, T1557",low
670,Juniper BGP Missing MD5,network,"T1078, T1110, T1557",low
671,Kerberos Network Traffic RC4 Ticket Encryption,network,T1558.003,medium
672,MITRE BZAR Indicators for Execution,network,"T1047, T1053.002, T1569.002",medium
673,MITRE BZAR Indicators for Persistence,network,T1547.004,medium
674,Monero Crypto Coin Mining Pool Lookup,network,"T1496, T1567",high
675,New Kind of Network (NKN) Detection,network,,low
676,Possible Impacket SecretDump Remote Activity - Zeek,network,"T1003.002, T1003.004, T1003.003",high
677,Potential PetitPotam Attack Via EFS RPC Calls,network,"T1557.001, T1187",medium
678,Publicly Accessible RDP Service,network,T1021.001,high
679,Remote Task Creation via ATSVC Named Pipe - Zeek,network,T1053.002,medium
680,SMB Spoolss Name Piped Usage,network,T1021.002,medium
681,Suspicious Access to Sensitive File Extensions - Zeek,network,,medium
682,Suspicious DNS Query Indicating Kerberos Coercion via DNS Object SPN Spoofing - Network,network,"T1557.001, T1187",high
683,Suspicious DNS Query with B64 Encoded String,network,"T1048.003, T1071.004",medium
684,Suspicious DNS Z Flag Bit Set,network,"T1095, T1571",medium
685,Suspicious PsExec Execution - Zeek,network,T1021.002,high
686,Telegram Bot API Request,network,T1102.002,medium
